Driver,driver_URL,Season,Age,Primary Sponsor,Car #s,Owner(s),Car(s),Races,P,W,Pod,T5,T10,RAF,AvSt,AvFn,Adj_Pts,RAF+,Start-,Finish-,Pts+,W vs. All,L vs. All,W% vs. All,W vs. Car,L vs. Car,W% vs. Car,W vs. Grid,L vs. Grid,W% vs. Grid,W vs. Team,L vs. Team,W% vs. Team,tmate_W_vs_all,tmate_L_vs_all,SOS%,Adj W%,Composite%
Salt Walther,"<a href=""https://www.racing-reference.info/driver/Salt_Walther/"">Salt Walther</a>",1977,29,Gater Trailer,4,Salt Walther,Chevrolet,1,0,0,0,0,0,0,25,24,10.64545976,0,134.8057883,129.4135567,40.22202512,18,23,0.43902439,12,17,0.413793103,1,3,0.25,0,0,,0,0,,,0.4
Sam Ard,"<a href=""https://www.racing-reference.info/driver/Sam_Ard/"">Sam Ard</a>",1984,45,Zervakis Enterprises,2,Emanuel Zervakis,Chevrolet,1,0,0,0,0,0,0,27,31,5.105407172,0,140.5190279,161.3366616,19.99142323,0,30,0,0,12,0,0,4,0,0,0,,0,0,,,0
Sam Beler,"<a href=""https://www.racing-reference.info/driver/Sam_Beler/"">Sam Beler</a>",1976,,Haddick's Towing,55,Frank Coletto,Ford,1,0,0,0,0,0,0,25,34,3.311639454,0,135.9268205,184.8604759,12.44838113,1,33,0.029411765,1,3,0.25,0,4,0,0,0,,0,0,,,0.051724138
"Sam Hornish, Jr.","<a href=""https://www.racing-reference.info/driver/Sam_Hornish_Jr/"">Sam Hornish, Jr.</a>",2007,27,Mobil 1,6,Roger Penske,Dodge,2,0,0,0,0,0,2,27.5,33.5,3.765595201,116.3909774,125,152.2727273,17.0648912,19,65,0.226190476,4,16,0.2,3,5,0.375,0,4,0,135,33,0.798780488,0,0.177272727
"Sam Hornish, Jr.","<a href=""https://www.racing-reference.info/driver/Sam_Hornish_Jr/"">Sam Hornish, Jr.</a>",2008,28,Mobil 1,77,Roger Penske,Dodge,34,0,0,0,0,0,30,27.97058824,29.64705882,7.457526966,98.40650958,127.1390374,134.7593583,33.7959551,454,974,0.317927171,129,219,0.370689655,47,85,0.356060606,21,47,0.308823529,1532,1324,0.532639885,0.337405059,0.33879591
"Sam Hornish, Jr.","<a href=""https://www.racing-reference.info/driver/Sam_Hornish_Jr/"">Sam Hornish, Jr.</a>",2009,29,Mobil 1,77,Roger Penske,Dodge,36,0,0,0,2,7,28,23.36111111,25,16.09036423,93.33333333,106.1868687,113.6363636,72.91817108,648,864,0.428571429,117,126,0.481481481,60,84,0.416666667,26,46,0.361111111,1713,1311,0.564701897,0.42304689,0.43192432
"Sam Hornish, Jr.","<a href=""https://www.racing-reference.info/driver/Sam_Hornish_Jr/"">Sam Hornish, Jr.</a>",2010,30,Mobil 1,77,Roger Penske,Dodge,36,0,0,0,0,1,32,20.83333333,24.86111111,12.3099946,111.8699187,94.6969697,113.0050505,55.78632523,653,859,0.431878307,40,49,0.449438202,55,89,0.381944444,25,47,0.347222222,1739,1285,0.573170732,0.416666667,0.419251024
"Sam Hornish, Jr.","<a href=""https://www.racing-reference.info/driver/Sam_Hornish_Jr/"">Sam Hornish, Jr.</a>",2011,31,Long John Silver's,38,Bob Jenkins,Ford,1,0,0,0,0,0,1,26,35,2.770799946,125.445705,118.1818182,159.0909091,12.55668682,8,34,0.19047619,2,8,0.2,1,3,0.25,0,1,0,14,28,0.317073171,0,0.170212766
"Sam Hornish, Jr.","<a href=""https://www.racing-reference.info/driver/Sam_Hornish_Jr/"">Sam Hornish, Jr.</a>",2012,32,Shell / Pennzoil,"12, 22",Roger Penske,Dodge,20,0,0,0,1,1,17,16.8,19.35,19.49738883,113.7251513,76.36363636,87.95454545,88.35809516,473,367,0.563095238,1,20,0.047619048,37,43,0.4625,1,20,0.047619048,727,155,0.821138211,0.186691312,0.44585714
"Sam Hornish, Jr.","<a href=""https://www.racing-reference.info/driver/Sam_Hornish_Jr/"">Sam Hornish, Jr.</a>",2013,33,SKF,12,Roger Penske,Ford,1,0,0,0,0,0,0,4,37,1.763042309,0,18.18181818,168.1818182,7.989739625,6,36,0.142857143,2,11,0.153846154,1,3,0.25,1,1,0.5,41,43,0.487804878,0.487804878,0.255256518
"Sam Hornish, Jr.","<a href=""https://www.racing-reference.info/driver/Sam_Hornish_Jr/"">Sam Hornish, Jr.</a>",2014,34,FedEx Express,11,Joe Gibbs,Toyota,1,0,0,0,0,0,1,13,17,19.43103403,113.4164223,59.12739247,77.3204363,88.00050445,26,16,0.619047619,5,4,0.555555556,1,3,0.25,0,2,0,81,3,0.963414634,0,0.37037037
"Sam Hornish, Jr.","<a href=""https://www.racing-reference.info/driver/Sam_Hornish_Jr/"">Sam Hornish, Jr.</a>",2015,35,Medallion Bank,9,Richard Petty Motorsports,Ford,36,0,0,0,0,3,34,25.33333333,24.33333333,13.22388335,102.8129395,115.1515152,110.6060606,59.92787822,672,840,0.444444444,223,193,0.536057692,77,67,0.534722222,10,26,0.277777778,903,609,0.594173442,0.36025304,0.467249929
Sam McQuagg,"<a href=""https://www.racing-reference.info/driver/Sam_McQuagg/"">Sam McQuagg</a>",1974,36,Pylon Wiper Blades,28,Hoss Ellington,Chevrolet,3,0,0,0,0,2,2,15,15.66666667,31.55773439,143.9302482,79.64273344,83.18241048,120.4488686,83,44,0.653543307,46,21,0.686567164,9,3,0.75,1,0,1,7,32,0.184210526,1,0.698461538
Sam Sommers,"<a href=""https://www.racing-reference.info/driver/Sam_Sommers/"">Sam Sommers</a>",1976,36,,27,M.C. Anderson,Chevrolet,5,0,0,0,0,1,2,13.4,27,11.97404314,66.64566929,72.85677578,146.8009661,45.01016935,61,130,0.319371728,42,91,0.315789474,7,13,0.35,0,0,,0,0,,,0.322160149
Sam Sommers,"<a href=""https://www.racing-reference.info/driver/Sam_Sommers/"">Sam Sommers</a>",1977,37,,"27, 98","M.C. Anderson, Rod Osterlund",Chevrolet,23,1,0,0,2,8,14,12.47826087,18.47826087,23.97327032,100.84786,67.28567171,99.6390609,90.57884793,414,402,0.507352941,289,252,0.534195933,40,52,0.434782609,0,0,,0,0,,,0.508384819
Sam Sommers,"<a href=""https://www.racing-reference.info/driver/Sam_Sommers/"">Sam Sommers</a>",1978,38,,89,O.L. Nixon,Chevrolet,2,0,0,0,0,0,1,28,19.5,18.8412442,80.80424886,150.9185688,105.1040032,71.31701728,37,37,0.5,21,22,0.488372093,6,2,0.75,0,0,,0,0,,,0.536458333
Sam Stanley,"<a href=""https://www.racing-reference.info/driver/Sam_Stanley/"">Sam Stanley</a>",1972,38,Speedy Enterprises,47W,Charles Wagoner,Ford,1,0,0,0,0,0,0,26,34,3.311639454,0,128.6989743,168.2986587,13.52160831,6,33,0.153846154,1,7,0.125,2,2,0.5,0,0,,0,0,,,0.225352113
Sammy Swindell,"<a href=""https://www.racing-reference.info/driver/Sammy_Swindell/"">Sammy Swindell</a>",1985,29,Sizzler,72,Raymond Beadle,Chevrolet,1,0,0,0,0,0,0,30,30,5.768148092,0,154.4270062,154.4270062,22.82799542,12,29,0.292682927,8,12,0.4,0,4,0,0,1,0,25,16,0.6,0,0.247787611
Sammy Swindell,"<a href=""https://www.racing-reference.info/driver/Sammy_Swindell/"">Sammy Swindell</a>",1991,35,Glad Bag,20,Dick Moroso,Oldsmobile,1,0,0,0,0,0,0,32,41,0,0,161.6161616,207.0707071,0,1,40,0.024390244,0,9,0,0,4,0,0,1,0,35,6,0.85,0,0.010989011
Sandy Satullo,"<a href=""https://www.racing-reference.info/driver/Sandy_Satullo/"">Sandy Satullo</a>",1979,25,Copper Kettle Marina,38,Sandy Satullo,Buick,2,0,0,0,0,0,1,32.5,28.5,8.864532438,83.20552147,177.5285707,155.6789005,33.12551783,20,55,0.266666667,3,5,0.375,0,4,0,0,0,,0,0,,,0.242990654
Sandy Satullo,"<a href=""https://www.racing-reference.info/driver/Sandy_Satullo/"">Sandy Satullo</a>",1981,27,Copper Kettle Marina,38,Sandy Satullo,Buick,1,0,0,0,0,0,0,38,31,5.105407172,0,204.4984387,166.8276737,19.35667703,11,30,0.268292683,4,20,0.166666667,0,4,0,0,0,,0,0,,,0.180952381
Sarel van der Merwe,"<a href=""https://www.racing-reference.info/driver/Sarel_van_der_Merwe/"">Sarel van der Merwe</a>",1990,43,Tide,17,Rick Hendrick,Chevrolet,1,0,0,0,0,0,0,20,24,10.64545976,0,100.619265,120.743118,43.24410107,16,23,0.41025641,5,4,0.555555556,0,4,0,1,2,0.333333333,70,47,0.596491228,0.425,0.383471074
Satch Worley,"<a href=""https://www.racing-reference.info/driver/Satch_Worley/"">Satch Worley</a>",1974,26,J.R. Stanley Trucking,67,Buddy Arrington,Plymouth,1,0,0,0,0,1,0,15,9,38.94625727,0,79.64273344,47.78564006,148.6492207,21,8,0.724137931,0,0,,3,1,0.75,0,0,,0,0,,,0.733333333
Satch Worley,"<a href=""https://www.racing-reference.info/driver/Satch_Worley/"">Satch Worley</a>",1978,30,Race Hill Farm,47,Jack Beebe,"Chevrolet, Oldsmobile",4,0,0,0,0,1,3,23.5,13.75,26.70398141,121.2063733,126.6637988,74.11179716,101.0786912,95,51,0.650684932,27,9,0.75,9,7,0.5625,0,0,,0,0,,,0.656028369
Scott Autrey,"<a href=""https://www.racing-reference.info/driver/Scott_Autrey/"">Scott Autrey</a>",1985,31,McIntosh Ranch,29,Dick Midgley,Chevrolet,1,0,0,0,0,0,0,29,34,3.311639454,0,149.2794393,175.0172737,13.10612853,7,33,0.175,4,14,0.222222222,1,3,0.25,0,0,,0,0,,,0.206521739
Scott Gaylord,"<a href=""https://www.racing-reference.info/driver/Scott_Gaylord/"">Scott Gaylord</a>",1991,32,Oliver Manufacturing,0,Geoff Burney,Oldsmobile,1,0,0,0,0,0,1,31,33,3.879589765,139.6226415,156.5656566,166.6666667,15.71203865,10,32,0.238095238,1,5,0.166666667,0,4,0,0,0,,0,0,,,0.171428571
Scott Gaylord,"<a href=""https://www.racing-reference.info/driver/Scott_Gaylord/"">Scott Gaylord</a>",1992,33,Oliver Manufacturing,52,Jimmy Means,Pontiac,1,0,0,0,0,0,0,34,37,1.763042309,0,171.8221209,186.9828962,7.131064451,5,36,0.12195122,0,5,0,0,4,0,0,0,,0,0,,,0.074626866
Scott Gaylord,"<a href=""https://www.racing-reference.info/driver/Scott_Gaylord/"">Scott Gaylord</a>",1993,34,Oliver Manufacturing,52,Jimmy Means,Oldsmobile,1,0,0,0,0,0,1,38,29,6.467812282,135.1851852,189.2707889,144.4434968,26.60168795,9,28,0.243243243,0,0,,1,1,0.5,0,0,,0,0,,,0.288888889
Scott Gaylord,"<a href=""https://www.racing-reference.info/driver/Scott_Gaylord/"">Scott Gaylord</a>",1996,37,Oliver Gravity Separators,0,Geoff Burney,Chevrolet,1,0,0,0,0,0,1,29,38,1.292831325,124.876115,138.8825542,181.9840365,5.541210025,6,37,0.139534884,1,13,0.071428571,0,4,0,0,0,,0,0,,,0.091954023
Scott Heckert,"<a href=""https://www.racing-reference.info/driver/Scott_Heckert/"">Scott Heckert</a>",2021,27,Surface Sunscreen,78,B.J. McLeod,Ford,3,0,0,0,0,0,3,32.66666667,28.33333333,7.044998874,115.0582363,165.6085044,143.6400293,28.55766787,31,82,0.274336283,11,30,0.268292683,7,5,0.583333333,0,0,,0,0,,,0.333333333
Scott Heckert,"<a href=""https://www.racing-reference.info/driver/Scott_Heckert/"">Scott Heckert</a>",2022,28,Pala Casino,78,B.J. McLeod,Ford,1,0,0,0,0,0,1,35,33,3.879589765,120.7305936,185.3988861,174.804664,15.06679703,3,32,0.085714286,0,14,0,0,4,0,0,0,,0,0,,,0.037974684
Scott Lagasse,"<a href=""https://www.racing-reference.info/driver/Scott_Lagasse/"">Scott Lagasse</a>",1993,34,Pedigree,39,Roulo Brothers,Chevrolet,1,0,0,0,0,0,1,28,13,27.22684675,135.1851852,139.4626866,64.75053305,111.9822359,25,12,0.675675676,10,2,0.833333333,1,3,0.25,0,0,,0,0,,,0.636363636
Scott Lagasse,"<a href=""https://www.racing-reference.info/driver/Scott_Lagasse/"">Scott Lagasse</a>",1994,35,Pedigree,39,Roulo Brothers,Chevrolet,1,0,0,0,0,0,1,26,36,2.255175294,132.5605901,124.5829207,172.4994287,9.654126231,4,35,0.102564103,0,15,0,0,4,0,0,0,,0,0,,,0.047058824
Scott Miller,"<a href=""https://www.racing-reference.info/driver/Scott_Miller/"">Scott Miller</a>",1981,23,J.D. Stacy,51,Scott Miller,Pontiac,1,0,0,0,0,0,0,23,29,6.467812282,0,123.7753708,156.064598,24.52210945,11,28,0.282051282,0,6,0,1,3,0.25,0,0,,0,0,,,0.223880597
Scott Miller,"<a href=""https://www.racing-reference.info/driver/Scott_Miller/"">Scott Miller</a>",1982,24,Mitchell / Bunce Engineering,51,Scott Miller,Pontiac,1,0,0,0,0,0,1,24,13,27.22684675,175.9075908,129.4671322,70.12802996,103.06536,23,12,0.657142857,8,2,0.8,3,1,0.75,0,0,,0,0,,,0.718309859
Scott Miller,"<a href=""https://www.racing-reference.info/driver/Scott_Miller/"">Scott Miller</a>",1983,25,MDB Systems,51,Scott Miller,Pontiac,2,0,0,0,0,0,1,17,26,9.244725176,81.76291793,90.72062689,138.7491941,35.32259105,27,50,0.350649351,7,14,0.333333333,2,6,0.25,0,0,,0,0,,,0.324503311
Scott Miller,"<a href=""https://www.racing-reference.info/driver/Scott_Miller/"">Scott Miller</a>",1984,26,MDS Systems,61,Scott Miller,Pontiac,2,0,0,0,0,0,0,23,34.5,3.06738253,0,119.7013941,179.5520912,12.01105814,12,67,0.151898734,0,17,0,3,5,0.375,0,0,,0,0,,,0.165517241
Scott Pruett,"<a href=""https://www.racing-reference.info/driver/Scott_Pruett/"">Scott Pruett</a>",2000,40,Tide,32,Cal Wells,Ford,28,0,0,0,0,1,17,24.57142857,31.5,6.779128944,74.84341123,111.6883117,143.1818182,30.72159691,322,854,0.273809524,139,361,0.278,32,76,0.296296296,2,2,0.5,31,137,0.176829268,0.176829268,0.276690521
Scott Pruett,"<a href=""https://www.racing-reference.info/driver/Scott_Pruett/"">Scott Pruett</a>",2001,41,Cingular Wireless,"33, 1","Andy Petree, Chip Ganassi","Chevrolet, Dodge",2,0,0,0,0,0,2,9.5,11.5,31.0615655,119.7368421,43.20847911,52.30500103,140.6735961,63,21,0.75,18,1,0.947368421,6,2,0.75,2,0,1,46,38,0.56097561,1,0.833333333
Scott Pruett,"<a href=""https://www.racing-reference.info/driver/Scott_Pruett/"">Scott Pruett</a>",2002,42,Target,41,Chip Ganassi,Dodge,1,0,0,0,0,1,1,19,6,52.50849698,121.2216132,86.36363636,27.27272727,237.9575447,37,5,0.880952381,9,0,1,4,0,1,1,0,1,13,29,0.317073171,1,0.945652174
Scott Pruett,"<a href=""https://www.racing-reference.info/driver/Scott_Pruett/"">Scott Pruett</a>",2003,43,Target,"9, 39",Chip Ganassi,Dodge,2,0,0,1,1,1,2,23,18,44.09911856,121.6025137,104.5454545,81.81818182,199.8479975,50,34,0.595238095,14,11,0.56,5,3,0.625,3,3,0.5,97,155,0.382113821,0.382113821,0.514056973
Scott Pruett,"<a href=""https://www.racing-reference.info/driver/Scott_Pruett/"">Scott Pruett</a>",2004,44,Target,"39, 9","Chip Ganassi, James Finch",Dodge,2,0,0,1,1,1,1,24,22.5,37.15584645,65.98465473,109.0909091,102.2727273,168.382538,41,43,0.488095238,14,16,0.466666667,4,2,0.666666667,2,1,0.666666667,99,27,0.796747967,0.886877828,0.59060248
Scott Pruett,"<a href=""https://www.racing-reference.info/driver/Scott_Pruett/"">Scott Pruett</a>",2005,45,Coors Light,"39, 40",Chip Ganassi,Dodge,2,0,0,0,1,1,2,17,17.5,35.40504947,121.8897638,77.27272727,79.54545455,160.4482917,51,33,0.607142857,15,10,0.6,5,3,0.625,2,3,0.4,120,90,0.570731707,0.469879518,0.563375453
Scott Pruett,"<a href=""https://www.racing-reference.info/driver/Scott_Pruett/"">Scott Pruett</a>",2006,46,Lone Star Steakhouse & Saloon,40,Chip Ganassi,Dodge,2,0,0,0,0,1,2,20,18,29.13832254,117.0068027,90.90909091,81.81818182,132.0487937,50,34,0.595238095,16,8,0.666666667,6,2,0.75,2,2,0.5,76,92,0.451219512,0.451219512,0.591570389
Scott Pruett,"<a href=""https://www.racing-reference.info/driver/Scott_Pruett/"">Scott Pruett</a>",2008,48,Target,41,Chip Ganassi,Dodge,1,0,0,0,0,0,0,27,38,1.292831325,0,122.7272727,172.7272727,5.858841625,5,37,0.119047619,1,9,0.1,0,4,0,0,1,0,37,5,0.87804878,0,0.074468085
Scott Riggs,"<a href=""https://www.racing-reference.info/driver/Scott_Riggs/"">Scott Riggs</a>",2004,33,Valvoline,10,James Rocco,Chevrolet,35,0,0,0,1,2,27,21,25.2,12.70922011,101.8048959,95.45454545,114.5454545,57.59553188,623,847,0.423809524,225,360,0.384615385,50,88,0.362318841,0,0,,0,0,,,0.398809524
Scott Riggs,"<a href=""https://www.racing-reference.info/driver/Scott_Riggs/"">Scott Riggs</a>",2005,34,Valvoline,10,James Rocco,Chevrolet,36,1,0,1,2,4,29,18.94444444,27.25,12.48411086,98.18897638,86.11111111,123.8636364,56.57538377,567,945,0.375,273,402,0.404444444,52,90,0.366197183,0,0,,0,0,,,0.385131195
Scott Riggs,"<a href=""https://www.racing-reference.info/driver/Scott_Riggs/"">Scott Riggs</a>",2006,35,Valvoline / Stanley Tools,10,James Rocco,Dodge,35,2,0,0,1,8,33,19.48571429,20.34285714,19.86462681,110.3206997,88.57142857,92.46753247,90.02234101,793,677,0.539455782,278,158,0.637614679,73,61,0.544776119,0,0,,0,0,,,0.57018763
Scott Riggs,"<a href=""https://www.racing-reference.info/driver/Scott_Riggs/"">Scott Riggs</a>",2007,36,Valvoline / Stanley Tools,10,James Rocco,Dodge,27,0,0,0,0,1,22,19.18518519,27.7037037,10.58590353,94.83709273,87.20538721,125.9259259,47.97310448,413,721,0.364197531,109,150,0.420849421,35,71,0.330188679,0,0,,0,0,,,0.371387283
Scott Riggs,"<a href=""https://www.racing-reference.info/driver/Scott_Riggs/"">Scott Riggs</a>",2008,37,State Water Heaters,66,Gene Haas,Chevrolet,34,0,0,0,0,1,33,25.67647059,25.82352941,11.28398359,108.2471605,116.7112299,117.3796791,51.13665756,584,844,0.408963585,159,289,0.354910714,64,72,0.470588235,22,7,0.75862069,315,903,0.259041211,0.52352623,0.420443028
Scott Riggs,"<a href=""https://www.racing-reference.info/driver/Scott_Riggs/"">Scott Riggs</a>",2009,38,Red Bank Outfitters,36,"Tommy Baldwin, Jr.",Toyota,8,0,0,0,0,0,5,33.75,35.875,2.764949337,75,153.4090909,163.0681818,12.53017308,57,279,0.169642857,26,68,0.276595745,8,22,0.266666667,0,0,,0,0,,,0.218944099
Scott Riggs,"<a href=""https://www.racing-reference.info/driver/Scott_Riggs/"">Scott Riggs</a>",2010,39,Keyed-Up Motorsports,"90, 66","Raymond Key, Phil Parsons","Chevrolet, Toyota",2,0,0,0,0,0,1,33.5,35,3.603786938,62.92682927,152.2727273,159.0909091,16.33160994,16,68,0.19047619,2,25,0.074074074,4,4,0.5,1,0,1,0,42,0,0.5,0.23655914
Scott Riggs,"<a href=""https://www.racing-reference.info/driver/Scott_Riggs/"">Scott Riggs</a>",2011,40,Whitney's Collision,81,Dusty Whitney,Chevrolet,4,0,0,0,0,0,0,39.5,42.25,0,0,179.5454545,192.0454545,0,3,165,0.017857143,0,66,0,0,14,0,0,4,0,13,155,0.054878049,0,0.007142857
Scott Riggs,"<a href=""https://www.racing-reference.info/driver/Scott_Riggs/"">Scott Riggs</a>",2012,41,North Texas Pipe,23,"Robert Richardson, Sr.",Chevrolet,20,0,0,0,0,0,0,36.55,41.2,0.171564199,0,166.1363636,187.2727273,0.777493128,36,804,0.042857143,7,318,0.021538462,9,63,0.125,0,0,,0,0,,,0.048368954
Scott Riggs,"<a href=""https://www.racing-reference.info/driver/Scott_Riggs/"">Scott Riggs</a>",2013,42,Brabble,"44, 95","Johnathan Cohen, Leavine Family Racing",Ford,7,0,0,0,0,0,0,40.57142857,42.28571429,0,0,184.4155844,192.2077922,0,5,289,0.017006803,2,90,0.02173913,1,21,0.045454545,0,0,,0,0,,,0.022968198
Scott Sharp,"<a href=""https://www.racing-reference.info/driver/Scott_Sharp/"">Scott Sharp</a>",1992,24,Kwik Fill,52,Jimmy Means,Chevrolet,1,0,0,0,0,0,1,22,19,16.43623355,134.4660194,111.1790194,96.01824401,66.480447,20,18,0.526315789,6,6,0.5,2,2,0.5,0,0,,0,0,,,0.512820513
Scott Speed,"<a href=""https://www.racing-reference.info/driver/Scott_Speed/"">Scott Speed</a>",2008,25,Red Bull,"84, 83",Dietrich Mateschitz,Toyota,5,0,0,0,0,0,4,28.4,30.6,6.899313914,89.22190202,129.0909091,139.0909091,31.2662501,62,148,0.295238095,12,33,0.266666667,8,12,0.4,2,3,0.4,91,119,0.429268293,0.333965844,0.314602756
Scott Speed,"<a href=""https://www.racing-reference.info/driver/Scott_Speed/"">Scott Speed</a>",2009,26,Red Bull,"82, 87","Dietrich Mateschitz, Joe Nemechek",Toyota,35,0,0,0,1,1,27,23.65714286,28.97142857,8.418950031,92.57142857,107.5324675,131.6883117,38.15292368,491,979,0.334013605,184,216,0.46,56,82,0.405797101,8,25,0.242424242,858,528,0.615668884,0.338893409,0.37669723
Scott Speed,"<a href=""https://www.racing-reference.info/driver/Scott_Speed/"">Scott Speed</a>",2010,27,Red Bull,82,Dietrich Mateschitz,Toyota,36,0,0,0,0,2,34,24.08333333,25.11111111,11.60338301,118.8617886,109.469697,114.1414141,52.58410904,644,868,0.425925926,221,201,0.523696682,66,76,0.464788732,14,22,0.388888889,740,772,0.486449864,0.376085004,0.447607132
Scott Speed,"<a href=""https://www.racing-reference.info/driver/Scott_Speed/"">Scott Speed</a>",2011,28,Green Stuff Absorbent,"37, 46","Larry Gunselman, Dusty Whitney",Ford,13,0,0,0,0,0,2,34.15384615,38.53846154,1.282705986,19.29933923,155.2447552,175.1748252,5.812955702,58,488,0.106227106,19,132,0.125827815,10,38,0.208333333,0,0,,0,0,,,0.130769231
Scott Speed,"<a href=""https://www.racing-reference.info/driver/Scott_Speed/"">Scott Speed</a>",2012,29,,"95, 79","Leavine Family Racing, Archie St. Hilaire",Ford,17,0,0,0,0,0,3,30.64705882,36.70588235,2.809353414,23.61075805,139.3048128,166.8449198,12.73140309,107,607,0.149859944,28,164,0.145833333,12,54,0.181818182,0,0,,0,0,,,0.154919236
Scott Speed,"<a href=""https://www.racing-reference.info/driver/Scott_Speed/"">Scott Speed</a>",2013,30,Jordan Truck Sales / TrackingPoint,95,Leavine Family Racing,Ford,12,0,0,0,0,1,3,34,35.91666667,4.885635726,30.0933126,154.5454545,163.2575758,22.140681,85,419,0.168650794,30,133,0.18404908,10,36,0.217391304,0,0,,0,0,,,0.182445759
Scott Wimmer,"<a href=""https://www.racing-reference.info/driver/Scott_Wimmer/"">Scott Wimmer</a>",2000,24,AT&T / TDS,23,Bill Davis,Pontiac,1,0,0,0,0,0,1,31,22,12.72130226,123.2715008,140.9090909,100,57.65028566,21,21,0.5,4,5,0.444444444,4,0,1,0,2,0,65,19,0.768292683,0,0.416666667
Scott Wimmer,"<a href=""https://www.racing-reference.info/driver/Scott_Wimmer/"">Scott Wimmer</a>",2002,26,Hills Brothers Coffee,"27, 23",Bill Davis,Dodge,3,0,0,0,0,0,1,27.33333333,33,6.614533377,40.40720439,124.2424242,150,29.97568416,30,96,0.238095238,9,23,0.28125,3,9,0.25,0,5,0,100,110,0.463414634,0,0.188679245
Scott Wimmer,"<a href=""https://www.racing-reference.info/driver/Scott_Wimmer/"">Scott Wimmer</a>",2003,27,Caterpillar,"27, 22",Bill Davis,"Chevrolet, Dodge",6,0,0,0,0,1,6,32.66666667,21.16666667,17.2045735,121.6025137,148.4848485,96.21212121,77.96753482,131,121,0.51984127,35,40,0.466666667,13,9,0.590909091,5,3,0.625,133,203,0.396341463,0.522508039,0.517606843
Scott Wimmer,"<a href=""https://www.racing-reference.info/driver/Scott_Wimmer/"">Scott Wimmer</a>",2004,28,Caterpillar,22,Bill Davis,Dodge,35,0,0,1,1,2,28,29.54285714,24.14285714,14.12724313,105.5754476,134.2857143,109.7402597,64.02171612,660,810,0.448979592,256,247,0.508946322,74,64,0.536231884,5,6,0.454545455,184,278,0.394678492,0.352056962,0.477516238
Scott Wimmer,"<a href=""https://www.racing-reference.info/driver/Scott_Wimmer/"">Scott Wimmer</a>",2005,29,Caterpillar,22,Bill Davis,Dodge,36,0,0,0,0,0,29,27.52777778,25.75,10.51905209,98.18897638,125.1262626,117.0454545,47.67014772,621,891,0.410714286,210,273,0.434782609,72,70,0.507042254,5,1,0.833333333,54,198,0.215447154,0.57860262,0.440657496
Scott Wimmer,"<a href=""https://www.racing-reference.info/driver/Scott_Wimmer/"">Scott Wimmer</a>",2006,30,AERO Exhaust,"4, 33","Larry McClure, Richard Childress",Chevrolet,24,0,0,0,0,0,21,34.95833333,29.375,7.413772015,102.3809524,158.9015152,133.5227273,33.59766679,327,681,0.324404762,148,331,0.308977035,39,43,0.475609756,1,2,0.333333333,100,26,0.796747967,0.662162162,0.346192905
Scott Wimmer,"<a href=""https://www.racing-reference.info/driver/Scott_Wimmer/"">Scott Wimmer</a>",2007,31,Holiday Inn,33,Richard Childress,Chevrolet,1,0,0,0,0,0,1,22,31,5.105407172,116.3909774,100,140.9090909,23.13663931,12,30,0.285714286,7,11,0.388888889,2,2,0.5,0,3,0,101,25,0.796747967,0,0.23943662
Scott Wimmer,"<a href=""https://www.racing-reference.info/driver/Scott_Wimmer/"">Scott Wimmer</a>",2009,33,Alpha Natural Resources,4,Jerry McClure,Chevrolet,1,0,0,0,0,0,1,26,29,6.467812282,120,118.1818182,131.8181818,29.3107748,14,28,0.333333333,4,11,0.266666667,1,3,0.25,0,0,,0,0,,,0.295454545
Scott Wimmer,"<a href=""https://www.racing-reference.info/driver/Scott_Wimmer/"">Scott Wimmer</a>",2011,35,Speed Energy,7,Robby Gordon,Dodge,4,0,0,0,0,0,1,40.25,35,3.084921633,31.36142626,182.9545455,159.0909091,13.98022072,32,136,0.19047619,1,7,0.125,4,6,0.4,0,0,,0,0,,,0.223214286
Sean Woodside,"<a href=""https://www.racing-reference.info/driver/Sean_Woodside/"">Sean Woodside</a>",1997,26,Cinema Vehicle Services,7,Raymond Claridge,Pontiac,1,0,0,0,0,0,1,43,33,3.879589765,122.2621185,197.3846517,151.4812443,17.40260932,11,32,0.255813953,0,7,0,2,1,0.666666667,0,0,,0,0,,,0.275362319
Shane Golobic,"<a href=""https://www.racing-reference.info/driver/Shane_Golobic/"">Shane Golobic</a>",2021,29,Elk Grove Ford / NOS Energy,78,B.J. McLeod,Ford,1,0,0,0,0,0,0,35,37,1.763042309,0,177.4376833,187.5769795,7.146683427,2,36,0.052631579,1,12,0.076923077,0,4,0,0,0,,0,0,,,0.05
Shane Hall,"<a href=""https://www.racing-reference.info/driver/Shane_Hall/"">Shane Hall</a>",1995,25,Kendall,40,Dick Brooks,Pontiac,1,0,0,0,0,0,0,40,36,2.255175294,0,192.1089893,172.8980904,9.631257781,4,35,0.102564103,1,3,0.25,1,3,0.25,0,0,,0,0,,,0.158730159
Shane Hmiel,"<a href=""https://www.racing-reference.info/driver/Shane_Hmiel/"">Shane Hmiel</a>",2004,24,Bill Davis Racing,23,Bill Davis,Dodge,5,0,0,0,0,0,3,28.2,31.4,5.720368255,79.18158568,128.1818182,142.7272727,25.92351453,58,152,0.276190476,21,48,0.304347826,8,12,0.4,2,2,0.5,64,104,0.37804878,0.37804878,0.31746976
